Name,URL,Description,Image,,
Suno Sharda 90.8 FM,blob:https://liveradios.in/ba28f9d9-1c8d-4bbf-be59-052217751d78,"Suno Sharda 90.8 FM is Greater Noida’s only Community Radio.The station provides a platform for dialogue and discussion amongst the local community.
The programmes focuses on the daily life trends and empowers society by providing latest and up-to- date information. As radio station is located inside Sharda University, student from different streams also actively participate and contribute to various programmes for an enriching experience for the community.
The content of the programmers is designed and developed by the students and community members themselves. The station encourages students and people from the nearby Hindi community to use multiple formats to produce radio programmes for the benefits of the society, thus making it more interactive.Listen to Suno Sharda community radio online.
EMAIL 90.8fm@sharda.ac.in Phone Number 01204060205",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/sunosharda.jpg,,
Radio Rang,https://stream.zeno.fm/n58tt09cqchvv,Radio Rang 89.6 is a community radio station broadcasting from Uttar pradesh.Radio Rang plays hindi and bhojpuri songs.Listen to radio rang community radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiorang.jpg,,
Radio Azad Hind,https://edge.mixlr.com/channel/uaphi,"Radio Azad Hind FM 90.8 A community radio station (CRS) governed by Swaraj Sansthan Sanchalnalaya, Bhopal (M.P).It brodcasts Talk shows and songs for the development of the community.Listen to the best of Radio Azad Hind FM Community radio station online from Bhopal",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radioazadhind.jpg,,
Radio Sabarmati,https://icecast.bkwsu.eu/radio-sabarmati-ahmedabad.mp3,"Radio Sabarmati Web Radio is stationed in the heart of Ahmedabad. Radio Sabarmati is a specialist in all genre programming catering all local tribes, street vendors, local schools, labor society and other variable communities of Ahmedabad.
Promoting local art & culture of ancient Indian scriptures and health awareness is the intension. Radio Sabarmati helps society in building an atmosphere of oneness and national integrity. Sessions of Career guidance, Vocal of locals, Youth Inspiration, Women empowerment and Fun & Art sessions have been planned. Promoting Govt. Schemes to reach the natives would be organized. Confers platform for experienced to share their knowledge and, innovative to share their skills. Radio Sabarmati in short brings all age groups and all varieties of people to one platform in all aspects.
Covering a spherical area of Ahmedabad communities, FM would be broadcasted all year round in Gujarati(major), English & Hindi",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiosabarmati.jpg,,
Radio Raabta,https://stream.zeno.fm/akzd4ye10f9uv,Radio Raabta – 90.8 FM. is a South Kashmir based Radio station spreading happiness “Dil Se Dil Tak”.Listen to Radio Raabta 90.8 Fm radio playing Hindi songs.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radioraabta.jpg,,
AKS Radio,https://servidor40-3.brlogic.com:7232/live,"AKS Radio 90.4 FM is a community radio station based in Satna (M.P). This is the FIRST FM RADIO STATION in our city.Our station has a broadcasting range of over 30kms radius from Satna Along with providing uninterrupted quality music, we broadcast content that is popular and relevant to a local, specific audience including educational programs on agriculture, healthcare, women, etc. with listeners in both households and workplaces around the district.Listen to AKS Radio 90.4 FM radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/aksradio.jpg,,
Mirchi 90’s Radio,blob:https://liveradios.in/991992ae-d6c1-4758-8963-136d1ab216a8,"Mirchi 90’s Radio also known Pehla Nasha non stop 90s from Mirchi.Listen to bollywood 90’s super hits Gana only on Mirchi.Mirchi 90’s
radio station that will take you down memory lane with nonstop Bollywood Music from the 90sTune in to Mirchi 90’s Radio – Filmy Hits station on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mirchi90s.jpg,,
Filmy Mirchi,blob:https://liveradios.in/6d17d69b-8253-47a1-9788-053a82c71a4b,"Filmy Mirchi plays Current Bollywood Songs.Radio Mirchi’s Filmy Mirchi free internet radio station plays the latest bollywood songs, & keeps you updated with all the latest bollywood news.Listen to Filmy Mirchi bollywood radio only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/filmymirchi.jpg,,
Vividh Bharati,https://air.pc.cdn.bitgravity.com/air/live/pbaudio001/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vividh-bharati.jpg,,
AIR Delhi FM Gold,https://air.pc.cdn.bitgravity.com/air/live/pbaudio005/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/fm-gold.jpg,,
AIR Delhi FM Rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio004/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/fm-rainbow.jpg,,
Raagam,https://air.pc.cdn.bitgravity.com/air/live/pbaudio139/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/raagam.jpg,,
AIR Gujarati,https://air.pc.cdn.bitgravity.com/air/live/pbaudio135/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-gujarati.jpg,,
AIR Punjabi,https://air.pc.cdn.bitgravity.com/air/live/pbaudio138/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-punjabi.jpg,,
AIR Malayalam,https://air.pc.cdn.bitgravity.com/air/live/pbaudio230/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/malayalam.jpg,,
AIR Tamil,https://air.pc.cdn.bitgravity.com/air/live/pbaudio025/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-tamil.jpg,,
AIR Kannada,https://air.pc.cdn.bitgravity.com/air/live/pbaudio029/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-kannada-1.jpg,,
AIR Bangla,https://air.pc.cdn.bitgravity.com/air/live/pbaudio134/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-bangla.jpg,,
All India Radio Srinagar,https://air.pc.cdn.bitgravity.com/air/live/pbaudio136/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radio-kashmir.jpg,,
AIR Odia,https://air.pc.cdn.bitgravity.com/air/live/pbaudio137/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-odia.jpg,,
AIR Assamese,https://air.pc.cdn.bitgravity.com/air/live/pbaudio133/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-assamese.jpg,,
North-East Service,https://air.pc.cdn.bitgravity.com/air/live/pbaudio140/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/north-eastern-service.jpg,,
AIR Live News 24x7 Beta,https://air.pc.cdn.bitgravity.com/air/live/pbaudio002/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/air-live.jpg,,
FM Tragopan Kohima,https://air.pc.cdn.bitgravity.com/air/live/pbaudio220/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkohima-1.jpg,,
FM Rainbow Goa,https://air.pc.cdn.bitgravity.com/air/live/pbaudio048/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/fmgoa.jpg,,
AIR Shimla,https://air.pc.cdn.bitgravity.com/air/live/pbaudio042/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/shimla.jpg,,
AIR Bhuj,https://air.pc.cdn.bitgravity.com/air/live/pbaudio195/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/bhuj.png,,
AIR Indore,https://air.pc.cdn.bitgravity.com/air/live/pbaudio212/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/indore.png,,
AIR Mysuru,https://air.pc.cdn.bitgravity.com/air/live/pbaudio177/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mysuru-1.jpg,,
AIR Jodhpur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio088/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airjodhpur-1.jpg,,
Amrutvarshini,https://air.pc.cdn.bitgravity.com/air/live/pbaudio028/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/amrutvarshini.jpg,,
Vividh Bharati Bengaluru,https://air.pc.cdn.bitgravity.com/air/live/pbaudio026/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vbbang.jpg,,
Rainbow Kannada Kaamanbilu,https://air.pc.cdn.bitgravity.com/air/live/pbaudio027/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/rainbowkan.jpg,,
AIR Bengaluru,https://air.pc.cdn.bitgravity.com/air/live/pbaudio030/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airbangaluru.jpg,,
AIR Jodhpur Sun City FM,https://air.pc.cdn.bitgravity.com/air/live/pbaudio089/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/fmjodhpur-1.jpg,,
AIR Pune,https://air.pc.cdn.bitgravity.com/air/live/pbaudio012/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airpune-1.jpg,,
AIR Rohtak,https://air.pc.cdn.bitgravity.com/air/live/pbaudio188/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/rohtak.jpg,,
FM Rainbow Lucknow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio047/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/lucknow-1.jpg,,
AIR Jabalpur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio167/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/jabalpur.jpg,,
AIR Bhopal,https://air.pc.cdn.bitgravity.com/air/live/pbaudio146/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/bhopal.jpg,,
FM Rainbow Mumbai,https://air.pc.cdn.bitgravity.com/air/live/pbaudio008/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/rainmumbai.jpg,,
FM Gold Mumbai,https://air.pc.cdn.bitgravity.com/air/live/pbaudio007/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/goldmumbai.png,,
Samvadita Mumbai,https://air.pc.cdn.bitgravity.com/air/live/pbaudio009/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/sammumbai-1.jpg,,
AIR Adilabad,https://air.pc.cdn.bitgravity.com/air/live/pbaudio218/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/adilabad-1.jpg,,
AIR Jaipur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio192/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airjaipur-1.jpg,,
AIR Varanasi,https://air.pc.cdn.bitgravity.com/air/live/pbaudio094/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airvaranasi.jpg,,
AIR Raipur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio118/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airraipur.jpg,,
AIR Sangli,https://air.pc.cdn.bitgravity.com/air/live/pbaudio106/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airsangli-1.jpg,,
AIR Rajkot,https://air.pc.cdn.bitgravity.com/air/live/pbaudio155/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airrajkot.jpg,,
AIR Nagpur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio069/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airnagpur-1.jpg,,
AIR Prayagraj,https://air.pc.cdn.bitgravity.com/air/live/pbaudio125/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airallahabad.jpg,,
AIR Patna,https://air.pc.cdn.bitgravity.com/air/live/pbaudio087/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airpatna-1.jpg,,
AIR Patiala,https://air.pc.cdn.bitgravity.com/air/live/pbaudio163/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airpatiala-1.jpg,,
"AIR Mhadei, Panaji",https://air.pc.cdn.bitgravity.com/air/live/pbaudio049/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airmhadei.jpg,,
AIR Gorakhpur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio203/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airgorakhpur-1.jpg,,
AIR Hassan,https://air.pc.cdn.bitgravity.com/air/live/pbaudio172/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airhassan-1.jpg,,
AIR Dehradun,https://air.pc.cdn.bitgravity.com/air/live/pbaudio191/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airdehradun-1.jpg,,
AIR Solapur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio093/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airsolapur-1.jpg,,
AIR Kota,https://air.pc.cdn.bitgravity.com/air/live/pbaudio084/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkota-1.jpg,,
AIR Madurai,https://air.pc.cdn.bitgravity.com/air/live/pbaudio126/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airmadurai-1.jpg,,
AIR Kolhapur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio063/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkolhapur-1.jpg,,
AIR Suratgarh,https://air.pc.cdn.bitgravity.com/air/live/pbaudio064/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airsuratgarh-1.jpg,,
Visakhapatnam FM Rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio081/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airvisakhafm-1.jpg,,
AIR Visakhapatnam,https://air.pc.cdn.bitgravity.com/air/live/pbaudio080/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airvisakhapc.jpg,,
AIR Kurnool,https://air.pc.cdn.bitgravity.com/air/live/pbaudio052/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkurnool.jpg,,
AIR Bikaner,https://air.pc.cdn.bitgravity.com/air/live/pbaudio053/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airbikaner-1.jpg,,
AIR Calicut,https://air.pc.cdn.bitgravity.com/air/live/pbaudio082/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/aircalicut.jpg,,
AIR Mathura,https://air.pc.cdn.bitgravity.com/air/live/pbaudio067/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airmathura.jpg,,
AIR Kochi,https://air.pc.cdn.bitgravity.com/air/live/pbaudio045/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkochi.jpg,,
AIR Agra,https://air.pc.cdn.bitgravity.com/air/live/pbaudio059/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airagra.jpg,,
FM Rainbow Vijayawada,https://air.pc.cdn.bitgravity.com/air/live/pbaudio174/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/fmrainvijayawada-1.jpg,,
AIR Vijayawada,https://air.pc.cdn.bitgravity.com/air/live/pbaudio175/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airvijayawada.png,,
AIR Kannur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio173/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkannur.jpg,,
FM Ananthapuri,https://air.pc.cdn.bitgravity.com/air/live/pbaudio229/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/fmananthapuri.jpg,,
AIR Lucknow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio046/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airlucknow.jpg,,
AIR Mount Abu,https://air.pc.cdn.bitgravity.com/air/live/pbaudio159/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_156819.jpg,,
AIR Dharwad,https://air.pc.cdn.bitgravity.com/air/live/pbaudio150/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_390506.jpg,,
AIR Chitradurga,https://air.pc.cdn.bitgravity.com/air/live/pbaudio105/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airchitradurga-1.jpg,,
AIR Chandigarh,https://air.pc.cdn.bitgravity.com/air/live/pbaudio111/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airchandigarh.jpg,,
AIR Manjeri,https://air.pc.cdn.bitgravity.com/air/live/pbaudio101/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airmanjeri.jpg,,
AIR Aurangabad,https://air.pc.cdn.bitgravity.com/air/live/pbaudio065/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airaurangabad-1.jpg,,
AIR Ooty,https://air.pc.cdn.bitgravity.com/air/live/pbaudio207/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airooty.jpg,,
AIR Kodaikanal,https://air.pc.cdn.bitgravity.com/air/live/pbaudio051/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkodaikanal.jpg,,
AIR Tirupati,https://air.pc.cdn.bitgravity.com/air/live/pbaudio144/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airtirupati.jpg,,
AIR Surat,https://air.pc.cdn.bitgravity.com/air/live/pbaudio186/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airsurat.jpg,,
AIR Thrissur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio036/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airthrissur.jpg,,
AIR Chittorgarh,https://air.pc.cdn.bitgravity.com/air/live/pbaudio060/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airchittorgarh-1.jpg,,
AIR Akola,https://air.pc.cdn.bitgravity.com/air/live/pbaudio178/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airakola.jpg,,
AIR Chhatarpur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio104/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airchhatarpur-1.jpg,,
AIR Warangal,https://air.pc.cdn.bitgravity.com/air/live/pbaudio154/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airwarangal-1.jpg,,
AIR Coimbatore,https://air.pc.cdn.bitgravity.com/air/live/pbaudio016/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/aircoimbatore-1.jpg,,
AIR Ratnagiri,https://air.pc.cdn.bitgravity.com/air/live/pbaudio071/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airratnagiri-1.jpg,,
AIR Banswara,https://air.pc.cdn.bitgravity.com/air/live/pbaudio014/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airbanswara-1.jpg,,
AIR Bhadravati,https://air.pc.cdn.bitgravity.com/air/live/pbaudio211/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airbhadravati-1.jpg,,
AIR Kochi FM Rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio044/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/kochirainbow.jpg,,
AIR Chhindwara,https://air.pc.cdn.bitgravity.com/air/live/pbaudio113/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airchhindwara-1.jpg,,
AIR TIRUNELVELI PC,https://air.pc.cdn.bitgravity.com/air/live/pbaudio061/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airtirunelveli.jpg,,
AIR Anantapur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio054/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airanantapur.jpg,,
AIR Tiruchirappalli FM,https://air.pc.cdn.bitgravity.com/air/live/pbaudio040/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airtiruchirappallifm.jpg,,
AIR Jammu,https://air.pc.cdn.bitgravity.com/air/live/pbaudio128/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airjammu.jpg,,
AIR Parbhani,https://air.pc.cdn.bitgravity.com/air/live/pbaudio085/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airparbhani-1.jpg,,
AIR Udaipur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio148/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airudaipur-1.jpg,,
AIR Jalgaon,https://air.pc.cdn.bitgravity.com/air/live/pbaudio096/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airjalgaon.jpg,,
AIR Osmanabad,https://air.pc.cdn.bitgravity.com/air/live/pbaudio132/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airosmanabad-1.jpg,,
AIR Silchar,https://air.pc.cdn.bitgravity.com/air/live/pbaudio090/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airsilchar-1.jpg,,
AIR Cuddapah (Kadapa),https://air.pc.cdn.bitgravity.com/air/live/pbaudio018/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/aircuddapah.jpg,,
AIR Vadodara,https://air.pc.cdn.bitgravity.com/air/live/pbaudio095/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airvadodara-1.jpg,,
Nagercoil Kumari FM,https://air.pc.cdn.bitgravity.com/air/live/pbaudio129/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/nagercoilkumarifm-1.jpg,,
AIR Ahmednagar,https://air.pc.cdn.bitgravity.com/air/live/pbaudio019/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airahmednagar-1.jpg,,
AIR Kozhikode Real FM,https://air.pc.cdn.bitgravity.com/air/live/pbaudio083/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airkozhikoderealfm.jpg,,
AIR Sawai Madhopur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio119/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airsawaimadhopur-1.jpg,,
AIR Satara,https://air.pc.cdn.bitgravity.com/air/live/pbaudio076/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airsatara.jpg,,
AIR Mangalore,https://air.pc.cdn.bitgravity.com/air/live/pbaudio073/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airmangalore-1.jpg,,
AIR Pune FM,https://air.pc.cdn.bitgravity.com/air/live/pbaudio013/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airpunefm-1.jpg,,
AIR Nanded,https://air.pc.cdn.bitgravity.com/air/live/pbaudio072/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airnanded-1.jpg,,
AIR Udaipur FM Lake CIty,https://air.pc.cdn.bitgravity.com/air/live/pbaudio149/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airudaipurfmlakecity.jpg,,
AIR Gwalior,https://air.pc.cdn.bitgravity.com/air/live/pbaudio205/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airgwalior-1.jpg,,
AIR Coimbatore FM Rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio017/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/aircoimbatorefmrainbow.jpg,,
AIR Marathi Mumbai Asmita,https://air.pc.cdn.bitgravity.com/air/live/pbaudio010/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airmumbaiasmita.jpg,,
AIR Jhansi,https://air.pc.cdn.bitgravity.com/air/live/pbaudio099/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/airjhansi.jpg,,
AIR Sasaram,https://air.pc.cdn.bitgravity.com/air/live/pbaudio075/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_330465.jpg,,
AIR Nagaur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio170/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_178497.jpg,,
AIR Rewa,https://air.pc.cdn.bitgravity.com/air/live/pbaudio225/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_671538.jpg,,
AIR Markapur,https://air.pc.cdn.bitgravity.com/air/live/pbaudio039/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_789049.jpg,,
AIR Dharamshala,https://air.pc.cdn.bitgravity.com/air/live/pbaudio165/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_181135.jpg,,
AIR Nizamabad,https://air.pc.cdn.bitgravity.com/air/live/pbaudio222/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_187368.jpg,,
AIR Ranchi,https://air.pc.cdn.bitgravity.com/air/live/pbaudio199/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_135580.png,,
AIR Yavatmal,https://air.pc.cdn.bitgravity.com/air/live/pbaudio109/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_795221.jpg,,
AIR Madurai PC,https://air.pc.cdn.bitgravity.com/air/live/pbaudio127/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_503678.jpg,,
AIR Shillong,https://air.pc.cdn.bitgravity.com/air/live/pbaudio161/playlist.m3u8,,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/RADIO_246462.jpg,,
